|         535 |   65 | Male   | Gloves         | Accessories |              72 | Florida        | L    | Pink      | Fall   |           4.5 | Yes      | Next Day Air   | Yes              |                  4 | PayPal         | Quarterly              | Senior      |                      90 |
|        3295 |              60 | low spender   |
|        3296 |              34 | low spender   |
|        3297 |              23 | low spender   |
|        3298 |              82 | low spender   |
|        3299 |              73 | low spender   |
|        3300 |              32 | low spender   |
|        3301 |              80 | low spender   |
|        3302 |              58 | low spender   |
|        3303 |              82 | low spender   |
|        3304 |              60 | low spender   |
|        3305 |              79 | low spender   |
|        3306 |              41 | low spender   |
|        3307 |              39 | low spender   |
|        3308 |              36 | low spender   |
|        3309 |              70 | low spender   |
